Name,Scholar_ID,Title,Year
Dr. Deepak Kumar,gYhInD0AAAAJ,Steady separation of flow from an inclined square cylinder with sharp and rounded base,2018,"Initial separation of laminar boundary layer for steady flow around square cylinders at 45° incidence is investigated numerically using a blockage of 0.05. The cylinder shapes differ solely at the base region where corner rounding of various degrees is provided such that the base point approaches the center of the cylinder as the corner radius continues to increase. The normalized corner radius is varied between 0 and 0.25, in steps of 0.05. A very narrow regime of Reynolds number (Re) bounded by 6 and 8.2 is found to surprisingly accommodate a wide description of flow physics unforeseen in common geometries, i.e. circle, square and ellipse at 0° or 90° incidence, etc. These include secondary (no wake) followed by primary (wake) separation, simultaneous primary and secondary separation, vortex merger, degeneration of half-saddles, dual nature of a singular point, etc. A very interesting vortex structure forms …"
Dr. Deepak Kumar,gYhInD0AAAAJ,Vortex-induced vibrations of an elliptic cylinder of low mass ratio: Identification of new response branches,2020,"The classical resonance branches that construct the response of a freely vibrating circular or elliptic cylinder at low Reynolds numbers, Re, are “initial” and “lower.” The existence of additional response branches, if any at low Re via alteration of controlling parameters, is unavailable in the literature. In this computational work, relating to a low mass ratio (m*= 1) and zero damping, ie, m* ζ= 0 transverse-only vortex-induced vibrations of an elliptic cylinder over Re= 50–180, four response branches that are unreported in the literature are identified. The lock-in at such a low mass ratio is non-classical, and the new response branches are resolved close to the lock-in boundaries. These additional branches are designated as extended initial branch, extended lower branch, terminal branch, and quasi-periodic desynchronization branch. The method proposed by Kumar et al.[“Identification of response branches for …"
Dr. Deepak Kumar,gYhInD0AAAAJ,Ozone (O3) generation and its applications: A review,2023,"With the spread of pathogens like SARS-CoV-2, the urge for ergonomic disinfection techniques regained momentum. Ozone is a proven oxidizing agent that leaves no harmful residue after oxidation. Due to its green and cost-effective attributes, it is widely used for various industrial and domestic treatment/disinfection applications. In this paper, three mainstream Ozone generation methods i.e. (i) electrochemical method, (ii) ultraviolet ray method, and (iii) plasma discharge method are reviewed. The first step in Ozone generation involves the decomposition of molecular Oxygen into atomic Oxygen that requires the energy of certain intensity. This requirement of energy is fulfilled using Platinum coated PbO2 electrode, UV ray lamps with a certain range of wavelengths, and secondary streamers in plasma arc, respectively. In addition to the generation methods, various application of Ozone in wastewater treatment, fish …"
Dr. Deepak Kumar,gYhInD0AAAAJ,Simultaneous streamwise and cross-stream oscillations of a diamond oscillator at low Reynolds numbers,2022,"A two-dimensional stabilized space-time finite-element-based in-house solver is used to explore flow around an elastically mounted rigid diamond oscillator undergoing undamped vortex-induced vibrations in transverse and stream-wise directions simultaneously. The computations are carried over a reduced velocity (⁠ U*⁠) range of 1–12 keeping the Reynolds number (Re) and the mass ratio (⁠ m*⁠) fixed at 100 and 10, respectively. In the current investigation, a five-branch response behavior with the presence of an “upper branch” is identified, which is absent for transverse-only oscillations. A shift in normalized time-averaged phase difference (⁠ ϕ/π⁠) from 0 to 1 is related to the transition from the upper to the lower branch. The non-dimensional oscillation frequencies in both streamwise and cross-stream directions (F x and F y, respectively) collapse on the upper branch, matching the oscillator's non …"
Dr. Deepak Kumar,gYhInD0AAAAJ,Exploring kinematic stability of vortex structures: A topological approach to fluid flow around staggered square cylinders,2024,"In this study, a detailed fluid dynamics analysis is conducted around two identical square cylinders in a staggered configuration at a Reynolds number (Re) of 40, using a stabilized finite-element method to investigate the kinematic stability of vortex structures. By varying the horizontal spacing (S/D) between 2 and 30 and examining transverse gaps (T/D) of 0.25, 0.8, and 1.25, the research uncovers significant flow behavior variations from the tandem configuration, highlighting complex fluid-structure interactions. The presence of “separation bubbles” at lower S/D values across all T/D ratios indicates the dynamic impact of the upstream cylinder's proximity on the flow field, particularly on the stagnation points of the downstream cylinder. Through a comprehensive topological analysis, the study identifies various flow regimes and topological bifurcations, revealing transitions between stable states that maintain the …"
Dr. Deepak Kumar,gYhInD0AAAAJ,Steady flow past two square cylinders in tandem,2020,"In the present work, two-dimensional, incompressible steady flow around a pair of identical square cylinders in tandem arrangement is studied numerically using stabilized finite-element formulation. Reynolds number (Re), based on free stream speed and cross-flow width of the cylinder, is fixed at 40. The spacing ratio (S/D) is the ratio of distance between the center of cylinders to the cross-flow dimension of the cylinder which is varied from 2 to 10. Three distinct flow patterns are identified for the given range of S/D. With increase in S/D, the wake interaction between both the cylinders weakens and both cylinders form separate closed wakes for S/D ≥ 6. Interestingly, a weak recirculation zone other than the closed wake structure of both the cylinders is found near the forward stagnation point of downstream cylinder in the gap region. This recirculation zone disappears with a marginal change in the spacing ratio. As S …"
Dr. Deepak Kumar,gYhInD0AAAAJ,Highly Confined Flow Past a Stationary Square Cylinder,2019,"Present work explores a numerical study based on Finite-Element Method for fluid flow past a stationary square cylinder placed symmetrically in the channel with high Blockage, B = 0.9. Reynolds Number (Re) progressively varied from 5 to 150 in the laminar region. An attention has been paid to capture the exact point of laminar flow separation on the surface of the cylinder and the separation Re for high blockage flow. The steady to unsteady flow transition is observed at a Re (Rec) of 62. A very high drag coefficient, order of magnitude = 103 is reported for the computation. Inconsistency with unbounded flow solutions, the wake bubble for 90% blockage cylinder shows nonlinear variation with Re in the steady flow regime. In a very narrow regime near the beginning of unsteadiness, the flow is found to be quasi-periodic whereas, for all remaining Reynolds number values considered for the present study …"
Dr. Deepak Kumar,gYhInD0AAAAJ,Unraveling Vortex Interactions in Vibrating Tandem Diamond Cylinders,2024,"The complex vortex-induced vibrations (VIV) dynamics of tandem diamond cylinders of equal mass ratio (= 10) at Reynolds number (= 100) and reduced velocity between 1 and 12 using a two-dimensional, stabilized space-time finiteelement computation is investigated. The study unveils the profound influence of vortex-shedding on various aspects of VIV, including vibration amplitude and vortex-shedding pattern. Three distinct vortex modes were identified in the gap region between the cylinders, each influencing the oscillation amplitude of the downstream cylinder differently. The oscillation amplitude of the downstream cylinder varied with the upstream cylinder's vortex shedding dynamics: merging vortices in the gap region reduced the amplitude, while increased upstream oscillations, leading to more shed vortices, enhanced it. Further downstream, vortex coalescence in the far wake was observed only at select …"
Dr. Deepak Kumar,gYhInD0AAAAJ,Energy harvesting potential of a diamond-shaped oscillator in FIV environment,2023,"Using stabilized finite-element-based in-house solver, a diamond cylinder of unity mass ratio is allowed to vibrate freely in cross-stream direction at a fixed Reynolds number of 100. The reduced speed (U*) is varied between 1 and 17 and the blockage is 5%. Under similar flow conditions, the maximum displacement of the diamond oscillator in the present study is 98.4% times closer to displacement of an oscillator with circular cross-section. The oscillator is in the state of ‘infinite lock-in’ and has high amplitude oscillations for all U* ≥ 2.5. The structure is mostly exposed to periodic fluid loading except at U* = 2, where it is quasi-periodic. The cylinder wake is asymmetric on the ‘humped’ region of the response curve. The work transfer is positive for in-phase lift and displacement signals while it is negative for the out-of-phase situation."
Dr. Deepak Kumar,gYhInD0AAAAJ,New response branch for undamped 2-dof viv of a diamond oscillator,2022,"Undamped simultaneous in-line and transverse oscillations of a rigid diamond cylinder is inves tigated numerically at a Reynolds number of 100. A stabilised space-time finite-element method has been used to discretise the governing incompressible fluid flow equations in two dimen sions. The non-dimensional displacement and oscillation frequency of the diamond oscillator is compared with the corresponding response and frequency data of the same oscillator executing undamped transverse-only vibrations. From the frequency and response plots, it is established that the response curve of the present study consists of the following response branches: first and second desynchronisation regimes (DS I &and DS II), initial branch (IB) and lower branch (LB). A novel and previously unreported response branch, ELB connecting LB and DS II branches has been obtained for a vibrating diamond cylinder. The …"
Dr. Deepak Kumar,gYhInD0AAAAJ,Wake-Induced Oscillations of Two Cylinders in Tandem at Low Mass Ratio,2017,"The flow around two cylinders in tandem and the response of the downstream cylinder is numerically investigated. The upstream cylinder is fixed whereas the downstream cylinder is free to vibrate in the transverse direction only. The numerical simulations are carried for different values of reduced speeds, ranging from 1 to 8 while the Reynolds number remains fixed at Re= 100. The blockage in the computational domain is taken as 2% and the mass ratio is unity. The non-dimensional gap-size between the centers of the two cylinders is taken to be 5 so that the downstream cylinder lies in the wake-interference zone. For the solutions, the governing equations are discretized with the aid of Finite Element Method (FEM) and the computation process is carried out using the Generalized Minimal RESidual (GMRES) iterative solver. The vortex shed from the upstream cylinder combines with the respective vortex of the downstream cylinder thereby adding to its strength. The flow remains periodic for the values of reduced velocity in the range of 1 to 8, and exhibits quasi-periodic characteristics as the reduced velocity is further increased to 8."
Dr. Deepak Kumar,gYhInD0AAAAJ,Wake-Induced Vibrations of Tandem Circular Cylinders of Different Diameters,2017,"Wake-induced vibrations (WIV) of two circular cylinders in tandem arrangement of different diameters (larger downstream cylinder) has been analyzed in the present work. The ratio of the diameter of first cylinder to that of the second cylinder (D 1/D 2) is kept constant at 0.8. The cylinder centers are separated by a distance S (= 5D 1). The computations were carried out at Reynolds number (Re)= 100 over a range of reduced speed (U*). The fluid was assumed to be incompressible and flow to be two-dimensional. The flow equations were discretized using stabilized finite-element method and solved iteratively by Generalized Minimal RESidual (GMRES) technique. In the present work, the upstream cylinder is kept stationary while the downstream cylinder is allowed to traverse only across the flow. The observations focus the response, aerodynamic coefficients and flow features."
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Computer aided melanoma skin cancer detection using image processing,2015,"In recent days, skin cancer is seen as one of the most Hazardous form of the Cancers found in Humans. Skin cancer is found in various types such as Melanoma, Basal and Squamous cell Carcinoma among which Melanoma is the most unpredictable. The detection of Melanoma cancer in early stage can be helpful to cure it. Computer vision can play important role in Medical Image Diagnosis and it has been proved by many existing systems. In this paper, we present a computer aided method for the detection of Melanoma Skin Cancer using Image Processing tools. The input to the system is the skin lesion image and then by applying novel image processing techniques, it analyses it to conclude about the presence of skin cancer. The Lesion Image analysis tools checks for the various Melanoma parameters Like Asymmetry, Border, Colour, Diameter,(ABCD) etc. by texture, size and shape analysis for image …"
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Clustering techniques and the similarity measures used in clustering: A survey,2016,"Clustering is an unsupervised learning technique which aims at grouping a set of objects into clusters so that objects in the same clusters should be similar as possible, whereas objects in one cluster should be as dissimilar as possible from objects in other clusters. Cluster analysis aims to group a collection of patterns into clusters based on similarity. A typical clustering technique uses a similarity function for comparing various data items. This paper covers the survey of various clustering techniques, the current similarity measures based on distance based clustering, explains the limitations associated with the existing clustering techniques and propose that the combination of the advantages of the existing systems can help overcome the limitations of the existing systems."
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,A survey of semi-supervised learning methods,2008,"In traditional machine learning approaches to classification, one uses only a labelled set to train the classifier. Labelled instances however are often difficult, expensive, or time consuming to obtain, as they require the efforts of experienced human annotators. Meanwhile unlabeled data may be relatively easy to collect, but there has been few ways to use them. Semi-supervised learning addresses this problem by using large amount of unlabeled data, together with the labelled data, to build better classifiers. Because semi-supervised learning requires less human effort and gives higher accuracy, it is of great interest both in theory and in practice. The paper discusses various important approaches to semi-supervised learning such as self-training, co-training(CO), expectation maximization (EM), CO-EM, Then how graph-based methods are useful is explained. All semi-supervised learning methods are classified into …"
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Algorithm selection for classification problems,2016,"A number of algorithms are available in the areas of data mining, machine learning and pattern recognition for solving the same kind of problem. But there is a little guidance for suggesting algorithm to use which gives best results for the problem at hand. This paper shows an approach for solving this problem using meta-learning. The paper uses three types of data characteristics. Simple, information theoretic, and statistical data characteristics are used. Results are generated using nine different algorithms on thirty eight benchmark datasets from UCI repository. The proposed approach uses K-nearest neighbor algorithm for suggesting the suitable algorithm. Classifier accuracy is taken as a basis for recommending the algorithm. By using meta-learning, accurate method can be recommended as per the given data, and cognitive overload for applying each method, comparing with other methods and then selecting …"
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Analysis of Loan Availability using Machine Learning Techniques,2021,"In the banking system, banks have a variety of products to provide, but credit lines are their primary source of revenue. As a result, they will profit from the interest earned on the loans they make. Loans, or whether customers repay or default on their loans, affect a bank's profit or loss. The bank's Non-Performing Assets will be reduced by forecasting loan defaulters. As a result, further investigation into this occurrence is essential. Because precise forecasts are essential for benefit maximisation, it's crucial to analyse and compare the various methodologies. The logistic regression model is an important predictive analytics tool for detecting loan defaulters. In order to assess and forecast, data from Kaggle is acquired. Logistic Regression models were used to calculate the various performance indicators. The models are compared using performance metrics like sensitivity and specificity. In addition to checking account details (which indicate a customer's wealth), the model is significantly better because it includes variables (customer personal attributes such as age, objective, credit score, credit amount, credit period, and so on) that should be considered when correctly calculating the probability of loan default. As a result, using a logistic regression approach, the appropriate clients to target for loan issuance can be easily identified by evaluating their plausibility of loan default. The model implies that a bank should assess a creditor's other attributes, which play a critical role in credit decisions and forecasting loan defaulters, in addition to giving loans to wealthy borrowers."
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Meta-learning with landmarking: A survey,2014,"Everyday large amount of data is generated. Data mining is a technique that extracts significant information from raw data using different classifiers. Meta-learning is machine learning technique that supports data mining for choosing appropriate classifier. Instead of whole data set, meta-learning extracts features from meta-data. So, it is important to identify the best suitable classifier based on meta-features. Landmarking is uncommon meta-feature extraction technique present in metalearning. Instead of statistical measurement landmarking tries to determine position of training data in the areas of problem learning by directly measuring the performance of some simple and significant learning algorithms themselves. This paper is a survey of presented approach in landmarking area. A few research challenges are mentioned at the end of this paper."
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Political Sentiment Assessment through Social Media,2018,"The world wide web including social sites, blogs, forums etc. generate a huge amount of data in the form of views, emotions, opinions and arguments regarding different products, social activities, brands and politics. This has prompted increasing interests in analytical domain. Thus, all these comments have a great influence on readers, vendors & politicians. In political domain, political parties and other experts make use of facebook, twitter and blogs to communicate with the people and to check voice of public. Hence, an appropriate model which gives correct analysis and results about peoples’ sentiments related to political parties and political diplomats is built. Data is captured from social media sites and pre-processing is carried out. Word2vec model is used for word embedding process. For final evaluation neural network is used. After detailed study and comparison efficient neural network model is chosen and …"
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,A new approach for handling imbalanced dataset using ANN and genetic algorithm,2016,"Classification of imbalance data is the major challenge to the community these days. Machine learning algorithms can evolve a one-sided classifier when data is imbalance. The vital challenge in imbalance dataset problem is that sometimes the minority (tiny) classes are more useful, but standard classifiers tend to be biased toward the majority (huge) classes and ignore the tiny ones. In this paper we compared the existing methods to handle imbalance dataset and provide a new hybrid approach which will improve the accuracy of classifier on imbalanced data."
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Blockchain based trusted secure philanthropy platform: Crypto-GoCharity,2022,"Blockchain is one of the significant innovations and a disruptive technology. It is becoming a primary choice for solving many problems in the field of data security. Blockchain technology is also gaining popularity in the domain of crowdfunding and philanthropy. The paper describes the flaws in the charitable giving ecosystem and how blockchain can be used to address these issues through the use of blockchain building blocks such as distributed ledger technology, smart contracts, and cryptography. Through distributed ledger technology, the entire ledger copy is shared with all nodes in the blockchain, bringing transparency to the charity ecosystem. The immutability of the ledger transaction records ensures tamper resistance and fosters trust in the ecosystem. Cryptography also makes transactions more secure. The study aims to address the issue of charity donation monitoring in the philanthropic sector by …"
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,CryptoScholarChain: Revolutionizing Scholarship Management Framework with Blockchain Technology,2023,"Scholarship management is a crucial aspect of higher education systems, aimed at supporting deserving students and reducing financial barriers. However, traditional scholarship management processes often suffer from challenges such as a lack of transparency, inefficient communication, and difficulty tracking and verifying scholarship applications. Recently, Blockchain technology has emerged as a potential solution to address these issues, offering a decentralized, transparent, and secure framework for scholarship management. Blockchain technology has emerged as a promising solution to address the challenges faced in scholarship management. However, existing literature lacks comprehensive solutions in critical areas such as scholarship management, storage facilities, payment systems, monitoring and auditing, and experimental validation. This research introduces an innovative smart scholarship management system leveraging Blockchain technology to overcome these limitations. The research presents an Ethereum-based implementation utilizing Solidity for backend smart contracts and ReactJS for the front end. Experimental evaluation validates the transaction execution gas costs and deployment cost."
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Different Methods Review for Speech to Text and Text to Speech Conversion,2021,"In the instant corporation, transmission is the primary fundamental to momentum. Transitory information, to the correct person with the correct aspect is very essential, not just on an industry level, but also on an individual position. Nature is inspiring in the direction of digitization and the mechanisms of intercommunication. Telephone calling, emails, text memorandums belong to a fundamental element of signal communication in this tech-intellect nature. In procedures to distribute the intention of adequate transmission intervening two endpoints without obstacles, numerous utilizations have shown up the impression, which operates as an intermediary and helps in efficiently transmitting signals in the scheme of text or speech messages accomplished huge structure of webs. Most of these implementations discover the Usage of tasks essentially articulatory and acoustic-positioned speech recognition, reorganization from audio messages to text, and then text to artificial speech signals, vocabulary interpretation amidst individual leftovers. Researchers will be penetrating distinct algorithms and techniques that are enforced to obtain the specified utilitarian."
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Gender classification and age estimation using neural networks: a survey,2020,"Researchers have shown more interest in soft biometrics area to fill the commination gaps between humans and machines with the growth of real-world application has increased day to day life. Soft-biometric consists of age, gender, ethnicity, height, facial measurements and etc. This paper contains a detail discussion about the contribution of the researchers in the area of gender classification and age estimation using neural networking. Most of the work is done using Convolutional neural networks and auto encoders. Various elements related to neural network model such as dataset, findings, calculative metrics and results are embraced for effortless interpretation of tabular correlation research. Finally, the authors summarize germane tasks for future various research aspects."
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Securing decentralized storage in blockchain: A hybrid cryptographic framework,2024,"The evolution of decentralized storage, propelled by blockchain advancements, has revolutionized data management. This paper focuses on content security in the InterPlanetary File System (IPFS), a leading decentralized storage network lacking inherent content encryption. To address this vulnerability, we propose a novel hybrid cryptographic algorithm, merging AES 128-bit encryption with Elliptic Curve Cryptography (ECC) key generation. The algorithm includes ECC key pairs, random IV generation, and content/AES key encryption using ECC public keys. Benchmarking against standard AES 256-bit methods shows a significant 20% acceleration in encryption speed and a 16% increase in decryption efficiency, affirming practicality for enhancing IPFS content security. This research contributes to securing decentralized storage and provides a performance-driven solution. The promising results highlight the viability of the proposed approach, advancing understanding and mitigating security concerns in IPFS and similar systems."
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Solving cyber security challenges using big data,2016,Cybersecurity has become a Big Data problem as the size and complexity of security related data has grown too big to be handled by traditional security tools. In this paper the authors have described the categories of cybersecurity threats and challenges posed by them. They have analyzed how big data tools and concepts are being used to solve these challenges and detect and prevent attacks real-time.
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,An experimental study on hypothyroid using rotation forest,2014,"This paper majorly focuses on hypothyroid medical diseases caused by underactive thyroid glands. The dataset used for the study on hypothyroid is taken from UCI repository. Classification of this thyroid disease is a considerable task. An experimental study is carried out using rotation forest using features selection methods to achieve better accuracy. An important step to gain good accuracy is a pre-processing step, thus here two feature selection techniques are used. A filter method, Correlation features subset selection and wrappers method has helped in removing irrelevant as well as useless features from the data set. Fourteen different machine learning algorithms were tested on hypothyroid data set using rotation forest which successfully turned out giving positively improved results."
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Survey of Available Datasets for Designing Task Oriented Dialogue Agents,2020,
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Sentiment Analysis Methods and Approach: Survey,2017,"Nowadays, social media present a valuable source for business decision support and Data Analytics is widely used in many industries and organization to make a better Business decision. By applying analytics to the data the enterprises brings a great change in their way of planning and decision making. Sentiment analysis or opinion mining plays a significant role in our daily decision making process. These decisions may range from purchasing a product such as mobile phone to reviewing the movie to making investments all the decisions will have a huge impact on the daily life. Sentiment Analysis or Opinion analysis is performed to identify the opinion of peoples. It can be performed using Lexicon Based approach or Machine Learning based approach. Some methods are still not efficient in extracting the sentiment features from the given content of text. Naive Bayes, Support Vector Machine are the machine learning algorithms used for sentiment analysis which has only a limited sentiment classification category ranging between positive and negative. Even though the advancement in sentiment Analysis technique there are various issues still to be noticed and make the analysis not accurately and efficiently. So this paper presents the survey on various sentiment Analysis methodologies and approaches. This will be helpful to earn clear knowledge about sentiment analysis methodologies."
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Efficient Gabor Filter Using Vedic Mathematic for High Speed Convolution in Skin Cancer Detection,2015,
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Evolving learners’ behavior in data mining,2017,"An evaluation and choice of learning algorithms is a current research area in data mining, artificial intelligence and pattern recognition, etc. Supervised learning is one of the tasks most frequently used in data mining. There are several learning algorithms available in machine learning field and new algorithms are being added in machine learning literature. There is a need for selecting the best suitable learning algorithm for a given data. With the information explosion of different learning algorithms and the changing data scenarios, there is a need of smart learning system. The paper shows one approach where past experiences learned are used to suggest the best suitable learner using 3 meta-features namely simple, statistical and information theoretic features. The system tests 38 UCI benchmark datasets from various domains using nine classifiers from various categories. It is observed that for 29 datasets, i.e …"
Dr. Nitin Namdeo Pise,NXZ627gAAAAJ,Scholar block: enhancing corporate social responsibility through a blockchain-based scholarship system,2023,"Philanthropic sector is currently facing a growing demand for heightened transparency and accountability. Blockchain technology offers substantial potential to transform the management of donations by leveraging the capabilities of permissioned blockchain networks. The platform is designed to establish transparency, traceability, and security in philanthropic transactions. Furthermore, a case study is presented that exemplifies the real-world application of this platform, focusing on the allocation of significant resources by corporate industries in alignment with the Corporate Social Responsibility (CSR) Clause. Implementing a donation platform based on Hyperledger technology can result in reduced operational costs and streamlined resource allocation, thereby enhancing efficiency within the philanthropic sector."
Dr. Manisha Ravikumar Kowdiki,6wKmjqwAAAAJ,Automatic hand gesture recognition using hybrid meta-heuristic-based feature selection and classification with dynamic time warping,2021,"Of late, the research world has been vigorously involved in, inventing strategy and techniques to improve the spontaneity of Human Computer Interaction (HCI). Gesture recognition is one of the most probable techniques in this area. The eventual aim here is to introduce an intelligent system for hand gesture recognition in both static and dynamic area, which is still a challenging point due to the lag of valuable beneficial methods. The main intent of this paper is to implement an efficient hand gesture recognition model considering both static and dynamic datasets for Indian Sign Languages (ISL). In static type, images are taken for processing, whereas video frames are used for processing the dynamic type. The proposed recognition model involves five main steps “(a) Image pre-processing, (b) gesture segmentation, (c) Feature extraction, (d) Optimal Feature Selection, and (e) Recognition”. In the pre-processing …"
Dr. Manisha Ravikumar Kowdiki,6wKmjqwAAAAJ,Adaptive hough transform with optimized deep learning followed by dynamic time warping for hand gesture recognition,2022,"Hand gesture is a natural interaction method, and hand gesture recognition is familiar in human–computer interaction. Yet, the variations, as well as the complexity of hand gestures such as self-structural characteristics, views, and illuminations, made hand gesture recognition as a challenging task. Nowadays, the human–computer interaction area enhancement leads to putting interest in the dynamic hand gesture segmentation based on the gesture recognition system. Apart from the lengthy clinical success, dynamic hand gesture segmentation through webcam vision seems challenging due to the light effects, partial occlusion, and complicated environment. Hence, to segment the entire hand gesture region and enhance the segmentation accuracy, this paper develops an improved segmentation and deep learning-based strategy for dynamic hand gesture recognition. The data is gathered from the ISL benchmark …"
Dr. Manisha Ravikumar Kowdiki,6wKmjqwAAAAJ,An attention-based swin u-net-based segmentation and hybrid deep learning based diabetic retinopathy classification framework using fundus images,2023,"Diabetes mellitus frequently occurs with diabetic retinopathy (DR), which results in lesions mostly in the retinas that damages the vision. Earlier DR identification and treatment can deeply lower the threat of visual loss. Compared to computer-aided diagnosis methods, the manual diagnosing of DR by ophthalmologists using fundus images of the retina leads to high-cost consumption, time consuming, and more effort. This study employs an attention-based deep learning framework for classifying DR using fundus images, and the severity level is estimated to provide better treatment. The required fundus images are obtained through real-world benchmark datasets. Then, the attained images are pre-processed to remove unnecessary distortions in the images. Subsequently, the resultant pre-processed image is sent through the attention-based swin U-net for segmentation, where the affected diseased part is clearly …"
Dr. Manisha Ravikumar Kowdiki,6wKmjqwAAAAJ,Enhanced nature-inspired algorithm-based hybrid deep learning for character recognition in Sanskrit language,2023,"Sanskrit is an ancient Indian language used in Buddhism, Jainism, and Hinduism, with a history of 3500 years old. Recognizing Sanskrit characters is still challenging due to the complexity of scripts, similar shapes for characters, and excessive symbols. Devanagari script belongs to the genre of Sanskrit language. Various techniques are implemented to recognize the characters in printed documents. The context in such natural images depicts a flexible appearance in an unconstrained environment which makes the text identification and character recognition process becomes more complex. Some factors like background complexity, orientation and size, lighting conditions, and text fonts become more challenging. The utilization of deep learning models is the best choice for solving the issues in recognition and classification processes. In this work, a new image pre-processing model is designed with the I-BOA …"
Dr. Manisha Ravikumar Kowdiki,6wKmjqwAAAAJ,Algorithmic analysis on deer hunting-based grey wolf for dynamic time wrapping-based hand gesture recognition,2022,"Nowadays, dynamic hand gesture recognition has become a complicated work in the recognition of pattern and the communities with consideration of computer vision. This paper tempts to frame an algorithmic analysis on proposed “static and dynamic-oriented hand gesture recognition”. Moreover, the recognition of static and dynamic models is improved by Dynamic Time Warping (DTW) model. In the phase called pre-processing, “grey scale conversion and histogram equalization” is used, whereas, in segmentation, “Active Contour model, and canny edge detection” is employed. Moreover, the significant features are extracted depending on the “Histogram of Oriented Gradients (HOG), and Edge Oriented Histogram (EOH)”, and the feature dimension is reduced by Principle Component Analysis (PCA). The optimal feature selection technique is adopted by the novel “Deer Hunting-based Grey Wolf Optimization (DH …"
Dr. Manisha Ravikumar Kowdiki,6wKmjqwAAAAJ,Morphological based dynamic hand gesture recognition for Indian sign language,2018,"Kinesics has a decisive role for the mute and deaf for inter personal communication. It necessitates body postures, face expressions and movement of hands Due to the diversity of population, each region has genus of sign language based on its individual rule of grammar. The objective is to manufacture a dynamic gesture of hand identification artifice for Indian kinesics using morphological algorithms. The pithy frames are extricated from the captured video for feature extrication and the interpretation of the sign is displayed on the screen in text format."
Dr. Manisha Ravikumar Kowdiki,6wKmjqwAAAAJ,Adaptive deep CNN: an effective Alzheimer’s affected MRI image registration using heuristic-aided deep learning model and patch-based level fusion,2025,"Aligning multiple images is referred to as image registration. Image registration methods aim to find the best adjustment to align the important elements in the images.Registering techniques can be modified to fit specific objectives by balancing rapidity with precision. Magnetic Resonance Imaging (MRI) methods are becoming increasingly significant in Alzheimer’s Disease (AD) in themedical sector. Several intriguing applications for machine learning approaches in clinical imaging exist, including the recognition of AD using MRI scans of the brain. Numerous preprocessing procedures, such as image registration, are often performed on these scans. However, the impact of registration of image approaches on machine learning classification effectiveness is little understood. To address these challenges, a new deep learning approach is suggested for registering images ofAD using MRI images. Originally, the images …"
Dr. Manisha Ravikumar Kowdiki,6wKmjqwAAAAJ,A SELF-DRIVEN ACTION TAKING ROBOT INTEGRATED WITH A MULTIPURPOSE DRONE,2024,
Dr. Manisha Ravikumar Kowdiki,6wKmjqwAAAAJ,Machine Learning-Based Predictive Modeling for Diabetes and Anemia Disease,2023,"This study will investigate various machine learning algorithms to find one that increases the accuracy of predictions for blood-related illnesses such as diabetic and anemia. The research develops a prediction model based on results from blood tests to properly diagnose blood diseases like anemia and diabetes. It provides an easy-to-use Graphic User Interface (GUI) program that decreases the likelihood of Hospital Acquired Infection (HAI) and streamlines the procedure of diagnosing diabetes and anemia, hence increasing the efficiency and accessibility of medical care. In this work, numerous modules written in Python are utilized to test various machine learning techniques to improve the accuracy of predictions for anemia and diabetes. Furthermore, this study offers consumers an advantageous method for addressing and identifying these diseases. Patients can considerably benefit from early detection of both …"
Dr. Manisha Ravikumar Kowdiki,6wKmjqwAAAAJ,Real-Time Voice Enabled Drivers' Safety Monitoring System Using Image Processing,2022,"Accidents and road crashes occurring due to dissociation of driver from his consciousness is one of the hot topics researchers have been contemplating to curtail, from the past few years. This dissociation wanes the driver's ability to concentrate on the road while driving and promotes occurrence of mishaps. There has been a challenge to non-intrusively detect drowsiness and fatigue-level of drivers in real-time environments and concomitantly make it computationally faster and less complex. The paper proposes a faster real-time driver inactiveness detection system capable of alerting drivers of their drowsiness by inspecting and scrutinizing the state of eyes and mouth and follows a non-obtrusive approach. The system utilizes eyes to monitor the drooping nature of eyes and examines the mouth's current state to detect any yawning activity performed. Initially, it uses Haar transform to extract facial features and …"
Dr. Manisha Ravikumar Kowdiki,6wKmjqwAAAAJ,"AI-BASED CROP IDENTIFICATION, DISEASE RECOGNITION AND PESTICIDE SUGGESTION",2021,
